yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,CRSP_SPvw,CRSP_SPvwx
192205,8.5299999999999994,0.48080000000000001,0.45669999999999999,0.48520338805814078,3.2500000000000001E-2,5.1299999999999998E-2,6.8900000000000003E-2,4.2599999999999999E-2,NaN,2.6749999999999999E-3,0,NaN,NaN,8.0328278327999989E-4,NaN,NaN
192206,8.4499999999999993,0.48499999999999999,0.49,0.49930054880017211,3.2500000000000001E-2,5.0799999999999998E-2,6.9699999999999998E-2,4.24E-2,NaN,2.7083333333333334E-3,0,NaN,NaN,1.7435654377699998E-3,NaN,NaN
192207,8.51,0.48920000000000002,0.52329999999999999,0.47810407006697581,3.2000000000000001E-2,0.05,6.8900000000000003E-2,4.1399999999999999E-2,NaN,2.7083333333333334E-3,5.9880239520959666E-3,NaN,NaN,1.4760808515500001E-3,NaN,NaN
192208,8.83,0.49330000000000002,0.55669999999999997,0.46040881127207778,3.1300000000000001E-2,4.9599999999999998E-2,6.8499999999999991E-2,4.1200000000000001E-2,NaN,2.666666666666667E-3,-1.1904761904761862E-2,NaN,NaN,9.8828558641000019E-4,NaN,NaN
192209,9.06,0.4975,0.59,0.47775947281713338,3.3399999999999999E-2,4.9299999999999997E-2,6.7500000000000004E-2,4.1900000000000007E-2,NaN,2.6083333333333332E-3,0,NaN,NaN,1.3522608735899997E-3,NaN,NaN
192210,9.26,0.50170000000000003,0.62329999999999997,0.48278014774737277,3.7100000000000001E-2,4.9699999999999994E-2,6.7799999999999999E-2,4.2999999999999997E-2,NaN,2.7833333333333334E-3,6.0240963855420215E-3,NaN,NaN,1.6963631812099999E-3,NaN,NaN
192211,8.8000000000000007,0.50580000000000003,0.65669999999999995,0.49022715266772315,3.6600000000000001E-2,5.0900000000000001E-2,6.9800000000000001E-2,4.3299999999999998E-2,NaN,3.0916666666666666E-3,5.9880239520959666E-3,NaN,NaN,2.4352112243200001E-3,NaN,NaN
192212,8.7799999999999994,0.51,0.69,0.47264948558622794,3.6499999999999998E-2,5.0799999999999998E-2,7.0199999999999999E-2,4.3200000000000002E-2,NaN,3.0500000000000002E-3,5.9523809523809312E-3,NaN,NaN,7.5536871869000006E-4,NaN,NaN
192301,8.9,0.51170000000000004,0.71419999999999995,0.47623935132915934,3.6600000000000001E-2,5.04E-2,6.9800000000000001E-2,4.3200000000000002E-2,NaN,3.0416666666666665E-3,-5.9171597633135287E-3,NaN,NaN,5.8040563496000004E-4,NaN,NaN
192302,9.2799999999999994,0.51329999999999998,0.73829999999999996,0.44658325312800767,3.6499999999999998E-2,5.0700000000000002E-2,6.9699999999999998E-2,4.3299999999999998E-2,NaN,3.0500000000000002E-3,0,NaN,NaN,4.7552358667000006E-4,NaN,NaN
192303,9.43,0.51500000000000001,0.76249999999999996,0.50209205020920511,4.1200000000000001E-2,5.1299999999999998E-2,7.0900000000000005E-2,4.3799999999999999E-2,NaN,3.0416666666666665E-3,0,NaN,NaN,5.6100018298000005E-4,NaN,NaN
192304,9.1,0.51670000000000005,0.78669999999999995,0.52449684895303927,4.1299999999999996E-2,5.2199999999999996E-2,7.17E-2,4.3899999999999995E-2,NaN,3.4333333333333334E-3,5.9523809523809312E-3,NaN,NaN,9.7780511854000008E-4,NaN,NaN
192305,8.67,0.51829999999999998,0.81079999999999997,0.52906797908335901,3.95E-2,5.16E-2,7.17E-2,4.3700000000000003E-2,NaN,3.4416666666666667E-3,0,NaN,NaN,2.7567960542399998E-3,NaN,NaN
192306,8.34,0.52,0.83499999999999996,0.58371040723981893,3.8399999999999997E-2,5.1500000000000004E-2,7.2099999999999997E-2,4.3400000000000001E-2,NaN,3.2916666666666667E-3,5.9171597633136397E-3,NaN,NaN,2.9689465217400002E-3,NaN,NaN
192307,8.06,0.52170000000000005,0.85919999999999996,0.59371763893683127,3.9100000000000003E-2,5.1399999999999994E-2,7.3399999999999993E-2,4.3400000000000001E-2,NaN,3.1999999999999997E-3,1.1764705882352899E-2,NaN,NaN,2.3723736195600002E-3,NaN,NaN
192308,8.1,0.52329999999999999,0.88329999999999997,0.55210785362722026,3.8599999999999995E-2,5.0799999999999998E-2,7.3800000000000004E-2,4.3499999999999997E-2,NaN,3.2583333333333336E-3,-5.8139534883719923E-3,NaN,NaN,9.7088194388999995E-4,NaN,NaN
192309,8.15,0.52500000000000002,0.90749999999999997,0.58656360122769124,4.0099999999999997E-2,5.1200000000000002E-2,7.3800000000000004E-2,4.36E-2,NaN,3.2166666666666667E-3,5.8479532163742132E-3,NaN,NaN,1.2206400717099998E-3,NaN,NaN
192310,8.0299999999999994,0.52669999999999995,0.93169999999999997,0.58285327007793974,4.2199999999999994E-2,5.1100000000000007E-2,7.46E-2,4.4000000000000004E-2,NaN,3.3416666666666664E-3,5.8139534883721034E-3,NaN,NaN,1.6334344666799998E-3,NaN,NaN
192311,8.27,0.52829999999999999,0.95579999999999998,0.55880441845354123,3.9399999999999998E-2,5.0900000000000001E-2,7.400000000000001E-2,4.3700000000000003E-2,NaN,3.5166666666666666E-3,0,NaN,NaN,5.9843407457000003E-4,NaN,NaN
192312,8.5500000000000007,0.53,0.98,0.54020100502512569,3.8800000000000001E-2,5.0900000000000001E-2,7.3800000000000004E-2,4.3499999999999997E-2,NaN,3.2833333333333334E-3,0,NaN,NaN,5.8066523716000004E-4,NaN,NaN
192401,8.83,0.53169999999999995,0.9758,0.51261672958474069,3.7599999999999995E-2,5.0900000000000001E-2,7.2400000000000006E-2,4.2999999999999997E-2,NaN,3.2333333333333333E-3,0,NaN,NaN,7.4751237284999966E-4,NaN,NaN
192402,8.8699999999999992,0.5333,0.97170000000000001,0.53075498868545568,3.5400000000000001E-2,5.0900000000000001E-2,7.1399999999999991E-2,4.2800000000000005E-2,NaN,3.133333333333333E-3,-5.7803468208093012E-3,NaN,NaN,1.5194860133600004E-3,NaN,NaN
192403,8.6999999999999993,0.53500000000000003,0.96750000000000003,0.59455972476077834,3.5699999999999996E-2,5.0999999999999997E-2,7.0800000000000002E-2,4.2800000000000005E-2,NaN,2.9499999999999999E-3,-5.8139534883719923E-3,NaN,NaN,7.7592935423000001E-4,NaN,NaN
192404,8.5,0.53669999999999995,0.96330000000000005,0.61017323182169259,3.3799999999999997E-2,5.0799999999999998E-2,7.0300000000000001E-2,4.2300000000000004E-2,NaN,2.9749999999999998E-3,-5.8479532163743242E-3,NaN,NaN,1.0947744839600001E-3,NaN,NaN
192405,8.4700000000000006,0.5383,0.95920000000000005,0.61512791991101212,2.29E-2,5.04E-2,6.9699999999999998E-2,4.1500000000000002E-2,NaN,2.8166666666666665E-3,0,NaN,NaN,7.3526957293000008E-4,NaN,NaN
192406,8.6300000000000008,0.54,0.95499999999999996,0.57383003009235234,2.4399999999999998E-2,4.99E-2,6.8199999999999997E-2,3.9800000000000002E-2,NaN,1.9083333333333333E-3,0,NaN,NaN,7.6467558605999983E-4,NaN,NaN
192407,9.0299999999999994,0.54169999999999996,0.95079999999999998,0.54141374583904445,1.9199999999999998E-2,4.9500000000000002E-2,6.6699999999999995E-2,3.9399999999999998E-2,NaN,2.0333333333333332E-3,5.8823529411764497E-3,NaN,NaN,3.7728219667000005E-4,NaN,NaN
192408,9.34,0.54330000000000001,0.94669999999999999,0.53101594008066066,1.9E-2,4.9500000000000002E-2,6.6900000000000001E-2,3.9100000000000003E-2,NaN,1.5999999999999999E-3,-5.8479532163743242E-3,NaN,NaN,6.9372376726999974E-4,NaN,NaN
192409,9.25,0.54500000000000004,0.9425,0.53606048856145794,2.1400000000000002E-2,4.9500000000000002E-2,6.7299999999999999E-2,3.9199999999999999E-2,NaN,1.5833333333333333E-3,5.8823529411764497E-3,NaN,NaN,8.6997191963999999E-4,NaN,NaN
192410,9.1300000000000008,0.54669999999999996,0.93830000000000002,0.5314241783586392,2.41E-2,4.9200000000000001E-2,6.6199999999999995E-2,3.8699999999999998E-2,NaN,1.7833333333333334E-3,5.8479532163742132E-3,NaN,NaN,1.1261583661200004E-3,NaN,NaN
192411,9.64,0.54830000000000001,0.93420000000000003,0.49774977497749773,2.58E-2,4.9400000000000006E-2,6.54E-2,3.9E-2,NaN,2.0083333333333333E-3,0,NaN,NaN,9.5105455263999985E-4,NaN,NaN
192412,10.16,0.55000000000000004,0.93,0.45888308024230351,2.5699999999999997E-2,4.9500000000000002E-2,6.4600000000000005E-2,3.9599999999999996E-2,NaN,2.15E-3,5.8139534883721034E-3,NaN,NaN,1.0657234655300002E-3,NaN,NaN
192501,10.58,0.55420000000000003,0.95669999999999999,0.44780953923394606,2.6099999999999998E-2,4.9500000000000002E-2,6.4399999999999999E-2,3.9599999999999996E-2,NaN,2.1416666666666667E-3,0,NaN,NaN,1.05416168761E-3,NaN,NaN
192502,10.67,0.55830000000000002,0.98329999999999995,0.4523887434554974,2.6200000000000001E-2,4.9500000000000002E-2,6.3600000000000004E-2,3.95E-2,NaN,2.1749999999999999E-3,-5.7803468208093012E-3,NaN,NaN,1.0555413168E-3,NaN,NaN
192503,10.39,0.5625,1.01,0.5224839400428265,2.7799999999999998E-2,4.9100000000000005E-2,6.3600000000000004E-2,3.9599999999999996E-2,NaN,2.1833333333333336E-3,5.8139534883721034E-3,NaN,NaN,2.9532946682600003E-3,NaN,NaN
192504,10.28,0.56669999999999998,1.0369999999999999,0.50829097575202065,2.7799999999999998E-2,4.87E-2,6.4100000000000004E-2,3.9300000000000002E-2,NaN,2.3166666666666665E-3,-5.7803468208093012E-3,NaN,NaN,7.4620610274999993E-4,NaN,NaN
192505,10.61,0.57079999999999997,1.0629999999999999,0.46941131204309355,2.7300000000000001E-2,4.8300000000000003E-2,6.3E-2,3.8699999999999998E-2,NaN,2.3166666666666665E-3,5.8139534883721034E-3,NaN,NaN,5.2032271649999999E-4,NaN,NaN
192506,10.8,0.57499999999999996,1.0900000000000001,0.46561331196091904,2.86E-2,4.8300000000000003E-2,6.1799999999999994E-2,3.7900000000000003E-2,NaN,2.2750000000000001E-3,1.156069364161838E-2,NaN,NaN,8.4160705679999989E-4,NaN,NaN
192507,11.1,0.57920000000000005,1.117,0.45587026380689039,3.0600000000000002E-2,4.87E-2,6.2E-2,3.7900000000000003E-2,NaN,2.3833333333333332E-3,1.1428571428571344E-2,NaN,NaN,3.7748983606999997E-4,NaN,NaN
192508,11.25,0.58330000000000004,1.143,0.43207253152004532,3.0099999999999998E-2,4.9000000000000002E-2,6.2400000000000004E-2,3.85E-2,NaN,2.5500000000000002E-3,0,NaN,NaN,5.4390252816999989E-4,NaN,NaN
192509,11.51,0.58750000000000002,1.17,0.42520563223198099,3.1699999999999999E-2,4.87E-2,6.2E-2,3.85E-2,NaN,2.5083333333333333E-3,0,NaN,NaN,1.4562890103700001E-3,NaN,NaN
192510,11.89,0.5917,1.1970000000000001,0.39190491487311274,3.5299999999999998E-2,4.8499999999999995E-2,6.1699999999999998E-2,3.8199999999999998E-2,NaN,2.6416666666666667E-3,0,NaN,NaN,7.4753073375000026E-4,NaN,NaN
192511,12.26,0.5958,1.2230000000000001,0.40375959756420438,3.6499999999999998E-2,4.8399999999999999E-2,6.1699999999999998E-2,3.7900000000000003E-2,NaN,2.9416666666666666E-3,1.6949152542372836E-2,NaN,NaN,2.7194779908399996E-3,NaN,NaN
192512,12.46,0.6,1.25,0.38937827141580494,3.5099999999999999E-2,4.8499999999999995E-2,6.1500000000000006E-2,3.7999999999999999E-2,NaN,3.0416666666666665E-3,-5.5555555555556468E-3,NaN,NaN,5.1268190524000011E-4,NaN,NaN
192601,12.74,0.60750000000000004,1.2490000000000001,0.38767079758500161,3.49E-2,4.82E-2,6.0899999999999996E-2,3.7400000000000003E-2,NaN,2.9249999999999996E-3,0,1.38E-2,7.1999999999999998E-3,8.5742829499999983E-4,-1.7830000000000001E-3,-3.98E-3
192602,12.18,0.61499999999999999,1.248,0.39436255495215927,3.1800000000000002E-2,4.7699999999999992E-2,6.0199999999999997E-2,3.7199999999999997E-2,NaN,2.9083333333333335E-3,0,6.3E-3,4.4999999999999997E-3,1.0985957190000003E-3,-3.3295999999999999E-2,-3.7876E-2
192603,11.46,0.62250000000000005,1.248,0.49409084436850348,3.1400000000000004E-2,4.7899999999999998E-2,6.0499999999999998E-2,3.7100000000000001E-2,NaN,2.65E-3,-5.5865921787707773E-3,4.1000000000000003E-3,8.3999999999999995E-3,6.0155996070000006E-3,-5.7708000000000002E-2,-6.2007E-2
192604,11.72,0.63,1.2470000000000001,0.48291698559599194,3.0800000000000001E-2,4.7400000000000005E-2,5.9800000000000006E-2,3.6799999999999999E-2,NaN,2.6166666666666669E-3,5.6179775280897903E-3,7.6E-3,9.7000000000000003E-3,1.4659152269999999E-3,3.8522000000000001E-2,3.4855999999999998E-2
192605,11.81,0.63749999999999996,1.246,0.48385972251272397,3.1699999999999999E-2,4.7100000000000003E-2,5.8600000000000006E-2,3.6900000000000002E-2,NaN,2.5666666666666667E-3,-5.5865921787707773E-3,1.4E-3,4.4000000000000003E-3,6.9035714999999957E-4,1.3623E-2,9.0699999999999999E-3
192606,12.32,0.64500000000000002,1.2450000000000001,0.45347621536853117,2.9300000000000003E-2,4.7199999999999999E-2,5.7999999999999996E-2,3.6799999999999999E-2,NaN,2.6416666666666667E-3,-5.6179775280900124E-3,3.8E-3,4.0000000000000002E-4,6.0168919099999997E-4,5.6426999999999998E-2,5.0195999999999998E-2
192607,12.88,0.65249999999999997,1.244,0.43326257959795234,3.1099999999999999E-2,4.7100000000000003E-2,5.79E-2,3.6999999999999998E-2,NaN,2.2000000000000001E-3,-1.1299435028248594E-2,4.0000000000000002E-4,5.7000000000000002E-3,6.4288841499999996E-4,4.0403000000000001E-2,3.8168000000000001E-2
192608,13.1,0.66,1.2430000000000001,0.42705064303735163,3.27E-2,4.7199999999999999E-2,5.8099999999999999E-2,3.73E-2,NaN,2.5000000000000001E-3,-5.7142857142857828E-3,0,4.4000000000000003E-3,1.2086279980000002E-3,2.9822000000000001E-2,2.5746999999999999E-2
192609,13.4,0.66749999999999998,1.242,0.43871294013528039,3.4200000000000001E-2,4.7199999999999999E-2,5.79E-2,3.7199999999999997E-2,NaN,2.3E-3,5.7471264367816577E-3,3.8E-3,5.7000000000000002E-3,7.4076936600000012E-4,1.342E-2,9.1219999999999999E-3
192610,12.98,0.67500000000000004,1.242,0.46033430618201121,3.5799999999999998E-2,4.7100000000000003E-2,5.8099999999999999E-2,3.6700000000000003E-2,NaN,3.2000000000000002E-3,5.7142857142857828E-3,1.0200000000000001E-2,9.7000000000000003E-3,2.1611478579999996E-3,-3.0172000000000001E-2,-3.2433999999999998E-2
192611,13.27,0.6825,1.2410000000000001,0.44330884701373363,3.3500000000000002E-2,4.6799999999999994E-2,5.7699999999999994E-2,3.5799999999999998E-2,NaN,3.0999999999999999E-3,5.6818181818181213E-3,1.6E-2,5.7000000000000002E-3,5.3858853900000002E-4,2.6936999999999999E-2,1.9366999999999999E-2
192612,13.49,0.69,1.24,0.44147582697201027,3.0699999999999998E-2,4.6799999999999994E-2,5.6799999999999996E-2,3.5400000000000001E-2,5.0876177315979106E-2,2.8000000000000004E-3,0,7.7999999999999996E-3,5.5999999999999999E-3,4.6461780899999998E-4,2.6047000000000001E-2,2.0320999999999999E-2
192701,13.21,0.69669999999999999,1.2290000000000001,0.44370564541909091,3.2300000000000002E-2,4.6600000000000003E-2,5.6100000000000004E-2,3.5099999999999999E-2,5.0823784690053213E-2,2.5000000000000001E-3,-1.1299435028248594E-2,7.4999999999999997E-3,5.5999999999999999E-3,4.6989469600000004E-4,-2.9099999999999998E-3,-5.5789999999999998E-3
192702,13.84,0.70330000000000004,1.218,0.42850086441096569,3.2899999999999999E-2,4.6699999999999998E-2,5.5899999999999998E-2,3.4700000000000002E-2,5.1667642656708319E-2,2.5999999999999999E-3,-5.7142857142857828E-3,8.8000000000000005E-3,6.8999999999999999E-3,2.8733434600000006E-4,4.5522E-2,4.0565999999999998E-2
192703,13.93,0.71,1.208,0.46976511744127936,3.2000000000000001E-2,4.6199999999999998E-2,5.5399999999999998E-2,3.3099999999999997E-2,4.6356575992793039E-2,3.0000000000000001E-3,-5.7471264367814356E-3,2.53E-2,8.3000000000000001E-3,9.2419275299999971E-4,7.3239999999999998E-3,2.6099999999999999E-3
192704,14.17,0.7167,1.1970000000000001,0.45675413022351802,3.39E-2,4.58E-2,5.4800000000000001E-2,3.3300000000000003E-2,5.0514024277940668E-2,2.5000000000000001E-3,0,-5.0000000000000001E-4,5.4999999999999997E-3,6.0258857099999993E-4,1.3021E-2,1.0907E-2
192705,14.91,0.72330000000000005,1.1859999999999999,0.43478260869565216,3.3300000000000003E-2,4.5700000000000005E-2,5.5E-2,3.27E-2,5.5275389796401543E-2,3.0000000000000001E-3,5.7803468208090791E-3,1.09E-2,-1.1000000000000001E-3,3.9173375600000014E-4,6.2352999999999999E-2,5.7096000000000001E-2
192706,14.77,0.73,1.175,0.45238524935330571,3.0699999999999998E-2,4.58E-2,5.5500000000000001E-2,3.3399999999999999E-2,5.8821916174431284E-2,2.5999999999999999E-3,1.1494252873563315E-2,-6.8999999999999999E-3,4.3E-3,8.2457695099999993E-4,-2.0369999999999999E-2,-2.5704999999999999E-2
192707,15.73,0.73670000000000002,1.1639999999999999,0.4145534729878721,2.9600000000000001E-2,4.5999999999999999E-2,5.5500000000000001E-2,3.3300000000000003E-2,5.9749925307144625E-2,3.0000000000000001E-3,-1.7045454545454586E-2,5.0000000000000001E-3,2.9999999999999997E-4,4.2577976300000003E-4,8.4449999999999997E-2,8.1686999999999996E-2
192708,16.43,0.74329999999999996,1.153,0.39622740924179362,2.7000000000000003E-2,4.5599999999999995E-2,5.4800000000000001E-2,3.2899999999999999E-2,5.4521771691877635E-2,2.8000000000000004E-3,-5.7803468208093012E-3,7.6E-3,8.3000000000000001E-3,1.2764138519999997E-3,3.3320000000000002E-2,2.8624E-2
192709,17.14,0.75,1.143,0.38058606204767448,2.6800000000000001E-2,4.5400000000000003E-2,5.4199999999999998E-2,3.3000000000000002E-2,9.4612977089917533E-2,2.0999999999999999E-3,5.8139534883721034E-3,1.8E-3,1.49E-2,1.1233494790000001E-3,5.3016000000000001E-2,4.9095E-2
192710,16.23,0.75670000000000004,1.1319999999999999,0.41380069333626812,3.0800000000000001E-2,4.5100000000000001E-2,5.3800000000000001E-2,3.2500000000000001E-2,9.4366735446562364E-2,2.5000000000000001E-3,5.7803468208090791E-3,9.9000000000000008E-3,5.4999999999999997E-3,1.559337454E-3,-4.6803999999999998E-2,-4.8959999999999997E-2
192711,17.329999999999998,0.76329999999999998,1.121,0.37939559053529087,3.04E-2,4.4900000000000002E-2,5.3499999999999999E-2,3.2000000000000001E-2,8.2267185879292284E-2,2.0999999999999999E-3,-5.7471264367814356E-3,9.7000000000000003E-3,6.7999999999999996E-3,9.2965913799999999E-4,7.0545999999999998E-2,6.4269999999999994E-2
192712,17.66,0.77,1.1100000000000001,0.37468858993522675,3.1699999999999999E-2,4.4600000000000001E-2,5.3200000000000004E-2,3.1600000000000003E-2,7.6471109272024315E-2,2.2000000000000001E-3,0,7.1999999999999998E-3,6.7999999999999996E-3,6.042040580000001E-4,1.9295E-2,1.4402999999999999E-2
192801,17.57,0.77669999999999995,1.133,0.37866962082682915,3.3099999999999997E-2,4.4600000000000001E-2,5.3499999999999999E-2,3.2099999999999997E-2,6.2601454328978859E-2,2.5000000000000001E-3,0,-3.5999999999999999E-3,2.7000000000000001E-3,8.6052592000000023E-4,-7.182E-3,-9.1999999999999998E-3
192802,17.260000000000002,0.7833,1.155,0.38607659924016841,3.3300000000000003E-2,4.4600000000000001E-2,5.33E-2,3.1800000000000002E-2,5.5172633874065062E-2,3.3E-3,-1.1560693641618491E-2,6.1000000000000004E-3,6.7999999999999996E-3,6.9112393100000005E-4,-1.2548999999999999E-2,-1.6678999999999999E-2
192803,19.13,0.79,1.177,0.36325483795756591,3.27E-2,4.4600000000000001E-2,5.3200000000000004E-2,3.1699999999999999E-2,5.4363937199364554E-2,2.8999999999999998E-3,0,4.4999999999999997E-3,4.1000000000000003E-3,1.3810076760000004E-3,0.105752,0.10165200000000001
192804,19.75,0.79669999999999996,1.2,0.3680952605963238,3.6200000000000003E-2,4.4600000000000001E-2,5.33E-2,3.1899999999999998E-2,4.9372063803082109E-2,2.2000000000000001E-3,0,-4.0000000000000002E-4,1.4E-3,1.4879602859999995E-3,3.4724999999999999E-2,3.2715000000000001E-2
192805,20,0.80330000000000001,1.222,0.35439697920931718,3.9E-2,4.4900000000000002E-2,5.4199999999999998E-2,3.27E-2,4.7187375826481387E-2,3.2000000000000002E-3,5.8479532163742132E-3,-7.7000000000000002E-3,-7.7999999999999996E-3,1.8988587559999998E-3,1.2324999999999999E-2,7.4219999999999998E-3
192806,19.190000000000001,0.81,1.2450000000000001,0.37029994771117558,3.9199999999999999E-2,4.5700000000000005E-2,5.5500000000000001E-2,3.2599999999999997E-2,5.0298788851964801E-2,3.0999999999999999E-3,-5.8139534883719923E-3,4.1000000000000003E-3,-2.3999999999999998E-3,3.645476632E-3,-3.4329999999999999E-2,-3.8725000000000002E-2
192807,19.43,0.81669999999999998,1.268,0.36064814814814816,4.1200000000000001E-2,4.6100000000000002E-2,5.5800000000000002E-2,3.44E-2,5.9380329787970559E-2,3.2000000000000002E-3,0,-2.1700000000000001E-2,-1E-3,1.6749798640000003E-3,1.0116999999999999E-2,8.2780000000000006E-3
192808,20.87,0.82330000000000003,1.29,0.32402978245497277,4.36E-2,4.6399999999999997E-2,5.6100000000000004E-2,3.4099999999999998E-2,5.7398906290053092E-2,3.2000000000000002E-3,0,7.6E-3,8.3000000000000001E-3,1.229316929E-3,7.0230000000000001E-2,6.5514000000000003E-2
192809,21.37,0.83,1.3120000000000001,0.32816581009352097,4.5700000000000005E-2,4.6100000000000002E-2,5.5899999999999998E-2,3.4599999999999999E-2,2.7980056919657832E-2,2.7000000000000001E-3,1.1695906432748426E-2,-4.1000000000000003E-3,3.0000000000000001E-3,6.5046424100000002E-4,2.2408999999999998E-2,1.9937E-2
192810,21.68,0.8367,1.335,0.3089308375634518,4.7E-2,4.6100000000000002E-2,5.5800000000000002E-2,3.3599999999999998E-2,3.4019371640182691E-2,4.0999999999999995E-3,-5.7803468208093012E-3,1.5800000000000002E-2,8.3000000000000001E-3,6.7884546199999997E-4,1.3839000000000001E-2,1.2055E-2
192811,24.28,0.84330000000000005,1.357,0.26552593905515032,4.2599999999999999E-2,4.58E-2,5.5500000000000001E-2,3.3799999999999997E-2,3.8372009574330145E-2,3.8E-3,0,2.9999999999999997E-4,-3.5999999999999999E-3,1.5232956979999998E-3,0.122975,0.116704
192812,24.35,0.85,1.38,0.25966666666666671,4.2599999999999999E-2,4.6100000000000002E-2,5.5999999999999994E-2,3.4000000000000002E-2,6.3068738326882354E-2,5.9999999999999995E-4,-5.8139534883719923E-3,4.0000000000000002E-4,8.3999999999999995E-3,4.0774699539999999E-3,6.2319999999999997E-3,2.8879999999999999E-3
192901,25.74,0.86,1.399,0.24534660325659036,4.6600000000000003E-2,4.6199999999999998E-2,5.6299999999999996E-2,3.49E-2,7.8448656408289602E-2,3.4000000000000002E-3,0,-8.9999999999999993E-3,4.3E-3,1.7008226370000003E-3,5.5473000000000001E-2,5.3892000000000002E-2
192902,25.59,0.87,1.4179999999999999,0.24542389968810055,4.3899999999999995E-2,4.6600000000000003E-2,5.6600000000000004E-2,3.6299999999999999E-2,7.1783137288878598E-2,3.5999999999999999E-3,0,-1.5699999999999999E-2,3.0000000000000001E-3,2.6701165459999997E-3,-4.8739999999999999E-3,-8.0750000000000006E-3
192903,25.53,0.88,1.4379999999999999,0.27230046948356806,4.5999999999999999E-2,4.7E-2,5.79E-2,3.7699999999999997E-2,7.9804566396667997E-2,3.4000000000000002E-3,-5.8479532163743242E-3,-1.44E-2,-8.6999999999999994E-3,3.6114071320000008E-3,1.54E-4,-3.2130000000000001E-3
192904,25.94,0.89,1.4570000000000001,0.26339691189827424,4.8000000000000001E-2,4.6900000000000004E-2,5.7999999999999996E-2,3.5799999999999998E-2,9.9322632882306611E-2,3.5999999999999999E-3,-5.8823529411765607E-3,2.75E-2,1.9E-3,2.3043614829999998E-3,1.9559E-2,1.8234E-2
192905,24.83,0.9,1.476,0.28277462089371569,5.0900000000000001E-2,4.7E-2,5.7999999999999996E-2,3.73E-2,0.11798666814996976,4.4000000000000003E-3,5.9171597633136397E-3,-1.6199999999999999E-2,4.4999999999999997E-3,4.7598083629999998E-3,-4.1280999999999998E-2,-4.6101000000000003E-2
192906,27.62,0.91,1.4950000000000001,0.25358058193879091,4.8000000000000001E-2,4.7699999999999992E-2,5.9400000000000001E-2,3.6700000000000003E-2,0.11619736035933806,5.1999999999999998E-3,5.8823529411764497E-3,1.0999999999999999E-2,-4.5999999999999999E-3,1.3403801390000001E-3,0.112294,0.109584
192907,28.88,0.92,1.514,0.24187517975266032,4.5499999999999999E-2,4.7699999999999992E-2,5.9500000000000004E-2,3.6900000000000002E-2,0.11068793963786124,3.3E-3,1.1695906432748426E-2,0,2E-3,1.2818127249999999E-3,5.0014000000000003E-2,4.8186E-2
192908,31.71,0.93,1.5329999999999999,0.22112376094444297,4.7E-2,4.7899999999999998E-2,6.0400000000000002E-2,3.7499999999999999E-2,0.11527731496068437,4.0000000000000001E-3,0,-3.3999999999999998E-3,2E-3,3.3821020270000004E-3,9.4870999999999997E-2,9.0732999999999994E-2
192909,30.16,0.94,1.552,0.2448682486533702,4.58E-2,4.8000000000000001E-2,6.1200000000000004E-2,3.7499999999999999E-2,0.12139011770112267,3.4999999999999996E-3,0,2.7000000000000001E-3,3.3999999999999998E-3,3.392282425E-3,-5.0941E-2,-5.3046000000000003E-2
192910,24.15,0.95,1.5720000000000001,0.30748418704983366,4.3700000000000003E-2,4.7699999999999992E-2,6.1100000000000002E-2,3.4700000000000002E-2,0.1596118359731106,4.5999999999999999E-3,0,3.8199999999999998E-2,7.3000000000000001E-3,5.3507542711999999E-2,-0.18615000000000001,-0.188115
192911,20.92,0.96,1.591,0.35195647625026155,3.4700000000000002E-2,4.7599999999999996E-2,6.0299999999999999E-2,3.3099999999999997E-2,0.1770397921351953,3.7000000000000002E-3,0,2.3599999999999999E-2,-1.8E-3,3.6448745870999992E-2,-0.125359,-0.13037399999999999
192912,21.45,0.97,1.61,0.3384578235672891,3.0299999999999997E-2,4.6699999999999998E-2,5.9500000000000004E-2,3.4000000000000002E-2,0.16352217212029735,3.7000000000000002E-3,-5.7803468208093012E-3,-8.8999999999999999E-3,1.9199999999999998E-2,1.0214629578000003E-2,2.7753E-2,2.3571000000000002E-2
193001,22.79,0.9708,1.5569999999999999,0.31481620124279402,3.39E-2,4.6600000000000003E-2,5.9200000000000003E-2,3.4700000000000002E-2,0.15331419886537531,1.4000000000000002E-3,-5.8139534883719923E-3,-5.7000000000000002E-3,5.8999999999999999E-3,1.4331607769999997E-3,5.9631999999999998E-2,5.7031999999999999E-2
193002,23.28,0.97170000000000001,1.5029999999999999,0.31020618936962852,3.3599999999999998E-2,4.6900000000000004E-2,5.8899999999999994E-2,3.39E-2,0.15925562859833145,3.0000000000000001E-3,-5.8479532163743242E-3,1.29E-2,7.1999999999999998E-3,1.7247059009999999E-3,2.6041000000000002E-2,2.1516E-2
193003,25.14,0.97250000000000003,1.45,0.31911918909472209,2.9500000000000002E-2,4.6199999999999998E-2,5.7300000000000004E-2,3.3500000000000002E-2,0.14549617662007686,3.4999999999999996E-3,-5.8823529411765607E-3,8.3000000000000001E-3,1.38E-2,1.5040436309999997E-3,7.2347999999999996E-2,6.9350999999999996E-2
