date,inv,inc,gdp,cpi,int,def,ind,mog,res,une,hpi
1998-10-01,4.8,5.4,7.8,157.86666666666667,4.86,75.641,89.24003333333333,6.764285714285714,8.968333333333334,4.433333333333334,213.97
1999-01-01,4.8,4.1,5.4,158.4,4.733333333333333,75.926,90.2193,6.8775,9.018333333333333,4.3,216.23
1999-04-01,4.8,3,4.6,159.6,4.746666666666667,76.201,91.09246666666667,7.181538461538461,9.228666666666667,4.266666666666667,219.13
1999-07-01,4.8,2.6,6.8,160.83333333333334,5.093333333333334,76.462,91.90846666666667,7.786153846153846,7.652333333333333,4.233333333333333,222.23
1999-10-01,4.8,3.4,9.3,162.13333333333333,5.306666666666667,76.873,93.53236666666666,7.840714285714285,6.104666666666667,4.066666666666666,224.53
2000-01-01,4.8,4.4,4.2,163.7,5.676666666666667,77.396,94.46573333333333,8.256923076923076,5.585666666666667,4.033333333333333,228.82
2000-04-01,4.7,5.3,10.2,165,6.273333333333333,77.865,95.62276666666666,8.316153846153846,7.133333333333333,3.933333333333333,232.54
2000-07-01,4.7,5.8,2.8,166.53333333333333,6.52,78.309,95.53326666666666,8.02,6.874,4,236.77
2000-10-01,4.7,4.6,4.7,167.63333333333333,6.473333333333334,78.723,95.32503333333334,7.6207692307692305,6.905333333333333,3.9,240.42
2001-01-01,4.7,3.6,1.3,169.23333333333332,5.593333333333334,79.204,94.08366666666667,7.006923076923077,6.629666666666667,4.233333333333333,246.35
2001-04-01,4.8,2.3,4.9,170.26666666666668,4.326666666666667,79.683,92.89086666666667,7.13,7.124333333333333,4.4,250.48
2001-07-01,4.9,3.4,-0.1,170.16666666666666,3.4966666666666666,80.004,91.60973333333334,6.963846153846154,13.629,4.833333333333333,254.36
2001-10-01,4.9,1.8,2.4,169.23333333333332,2.1333333333333333,80.268,90.6464,6.770769230769231,9.9783333333333335,5.5,257.51
2002-01-01,5,3.1,4.9,169.16666666666666,1.7333333333333334,80.533,91.3197,6.9715384615384615,9.45,5.7,261.21
2002-04-01,5.1,4,3.9,170.53333333333333,1.75,80.821,92.73286666666667,6.813076923076923,8.937666666666667,5.833333333333333,265.65
2002-07-01,5.1,1.6,3.7,171.33333333333334,1.74,81.194,93.27163333333333,6.28923076923077,8.386333333333333,5.733333333333333,270.92
2002-10-01,5.2,3.5,2.9,172.2,1.4433333333333334,81.654,93.24936666666666,6.075384615384616,9.486333333333333,5.866666666666667,274.76
2003-01-01,5.4,1.4,4.1,174.33333333333334,1.25,82.025,93.7773,5.840769230769231,9.918333333333333,5.866666666666667,278.11
2003-04-01,5.4,2,4.7,173.63333333333333,1.2466666666666666,82.266,93.14536666666666,5.506923076923077,11.155666666666667,6.133333333333333,281.49
2003-07-01,5.6,3.8,9.3,175,1.0166666666666666,82.712,93.74786666666667,6.033846153846154,12.934,6.133333333333333,285.8
2003-10-01,5.8,3.4,7.2,175.46666666666667,0.9966666666666667,83.201,94.6696,5.9192857142857145,11.327,5.833333333333333,293.89
2004-01-01,5.9,3.7,5.2,177.23333333333332,1.0033333333333334,83.82,95.3323,5.5975,11.507333333333333,5.7,298.47
2004-04-01,6.1,3.6,6.5,178.4,1.01,84.504,95.8781,6.1061538461538465,13.790666666666667,5.6,305.71
2004-07-01,6.2,2.5,6.6,179.53333333333333,1.4333333333333333,85.056,96.4143,5.894285714285714,12.903333333333332,5.433333333333334,317.41
2004-10-01,6.3,3.6,7.3,181.96666666666667,1.95,85.712,97.7866,5.736153846153846,12.019666666666666,5.433333333333334,324.17
2005-01-01,6.4,1.9,7.9,182.63333333333333,2.47,86.391,99.187,5.768461538461539,12.776,5.3,331.64
2005-04-01,6.5,1.7,4.7,184.03333333333333,2.9433333333333334,86.996,99.68186666666666,5.708461538461538,11.994,5.1,342.23
2005-07-01,6.7,1.3,7.4,187.86666666666667,3.46,87.783,99.23373333333333,5.763846153846154,11.412,4.966666666666667,352.55
2005-10-01,6.7,1.3,5.9,189.73333333333332,3.98,88.489,100.1975,6.226153846153847,10.147666666666666,4.966666666666667,360.56
2006-01-01,6.6,4.5,8.4,190.4,4.456666666666667,89.107,101.138,6.246923076923077,9.606333333333334,4.733333333333333,366.28
2006-04-01,6.2,3.8,4.4,191.93333333333334,4.906666666666666,89.852,101.7467,6.602307692307693,10.337333333333333,4.633333333333333,370.01
2006-07-01,5.9,3.8,3.5,193.63333333333333,5.246666666666667,90.481,102.12956666666666,6.56,9.230666666666666,4.633333333333333,373.07
2006-10-01,5.6,3.8,5,191.5,5.246666666666667,90.815,102.34836666666666,6.243846153846154,8.358666666666666,4.433333333333334,376.88
2007-01-01,5.3,2.7,5,193.42566666666667,5.256666666666667,91.708,103.26316666666666,6.214615384615384,7.933333333333334,4.5,378.25
2007-04-01,5,2.7,5,195.99466666666666,5.25,92.301,104.53686666666667,6.358461538461539,8.791,4.5,377.99
2007-07-01,4.6,2.5,4.3,197.14866666666666,5.073333333333333,92.776,104.80343333333333,6.5515384615384615,9.312,4.666666666666667,373.77
2007-10-01,4.2,1.3,4.1,200.009,4.496666666666667,93.145,105.12446666666666,6.224615384615385,8.29,4.8,372.61
2008-01-01,3.9,0.7,-0.8,202.523,3.1766666666666667,93.489,104.75006666666667,5.872307692307692,8.964666666666666,5,369.91
2008-04-01,3.6,2.3,4.3,206.06066666666666,2.086666666666667,93.99,103.19793333333334,6.086923076923077,10.247666666666667,5.333333333333333,360.6
2008-07-01,3.4,0,0.8,210.23433333333332,1.94,94.69,99.7905,6.322307692307692,29.49266666666667,6,349.27
2008-10-01,3.1,0.8,-7.2,202.73833333333334,0.5066666666666667,94.986,95.53053333333334,5.841428571428572,544.242,6.866666666666667,346.07
2009-01-01,2.8,0.1,-4.5,200.34133333333332,0.18333333333333332,94.976,90.15973333333334,5.06,741.2936666666667,8.266666666666667,348.62
2009-04-01,2.6,-0.6,-1.2,201.76133333333334,0.18,94.838,87.59103333333333,5.012307692307692,827.272,9.3,339.41
2009-07-01,2.7,0.4,1.9,204.437,0.15666666666666668,94.938,88.9168,5.162307692307692,811.291,9.633333333333333,330.43
2009-10-01,2.7,-0.5,5.9,206.817,0.12,95.259,90.3211,4.922142857142857,1073.348,9.933333333333334,327.97
2010-01-01,2.6,0.5,2.6,207.847,0.13333333333333333,95.499,92.10086666666666,4.995833333333334,1132.6943333333334,9.833333333333334,324.04
2010-04-01,2.7,1,5.7,207.681,0.19333333333333333,95.943,93.8969,4.922307692307692,1068.6606666666667,9.633333333333333,321.15
2010-07-01,2.4,2.9,4.2,208.44,0.18666666666666668,96.222,95.10943333333333,4.4471428571428575,1032.6006666666667,9.466666666666667,324.2
2010-10-01,2.4,3.5,4.3,210.72133333333332,0.18666666666666668,96.763,95.42353333333334,4.436153846153847,1010.4413333333333,9.5,321.84
2011-01-01,2.4,4,1.2,213.662,0.15666666666666668,97.283,95.97203333333333,4.846923076923077,1225.6093333333333,9.033333333333333,313
2011-04-01,2.4,2.1,5.6,216.88033333333334,0.09333333333333334,97.922,96.35203333333334,4.650769230769231,1550.993,9.066666666666666,307.55
2011-07-01,2.4,1.8,2.5,218.337,0.08333333333333333,98.553,97.4595,4.291538461538462,1623.404,9,309.86
2011-10-01,2.5,1.6,5.4,219.222,0.07333333333333333,98.703,98.43183333333333,4.002307692307692,1562.8713333333333,8.633333333333333,311.22
2012-01-01,2.6,2.4,5.8,220.49366666666666,0.10333333333333333,99.32,99.3903,3.9223076923076925,1578.8496666666667,8.266666666666667,307.94
2012-04-01,2.6,3.6,3.3,220.59533333333334,0.15333333333333332,99.713,100.02023333333334,3.7946153846153847,1518.5076666666666,8.2,306.69
2012-07-01,2.7,2.4,2.6,221.55966666666666,0.14333333333333334,100.225,100.03746666666666,3.5538461538461537,1512.2363333333333,8.033333333333333,310.66
2012-10-01,2.8,4.9,2.5,223.098,0.16,100.737,100.55196666666667,3.359230769230769,1497.2203333333334,7.8,313.16
2013-01-01,2.9,-1.2,5.3,223.83233333333334,0.14333333333333334,101.139,101.37433333333334,3.496923076923077,1674.323,7.733333333333333,314.8
2013-04-01,3,-1.3,1.7,222.85633333333334,0.11666666666666667,101.431,101.79843333333334,3.6723076923076925,1924.7596666666666,7.533333333333333,319.74
2013-07-01,3.1,-0.2,5.2,224.006,0.08333333333333333,101.918,102.09973333333333,4.44,2191.453666666667,7.233333333333333,324.75
2013-10-01,3.1,-2.5,5.7,224.56333333333333,0.08666666666666667,102.517,102.86033333333333,4.2930769230769235,2441.0726666666665,6.933333333333334,327.53
2014-01-01,3.1,3.1,0.5,225.78133333333332,0.07333333333333333,102.895,103.63206666666666,4.364615384615385,2571.6863333333336,6.666666666666667,330.47
2014-04-01,3.2,3.6,7.8,226.69633333333334,0.09333333333333334,103.539,105.06926666666666,4.227692307692307,2654.634,6.233333333333333,336.77
2014-07-01,3.2,4.3,6.9,226.81766666666667,0.09,104.029,105.61046666666667,4.135384615384615,2750.0516666666667,6.1,341.66
2014-10-01,3.3,5.2,2.7,225.31266666666667,0.1,104.233,106.3272,3.9635714285714285,2610.6486666666665,5.7,344.49
2015-01-01,3.4,4.9,3,222.296,0.11,104.148,105.4607,3.716666666666667,2618.593,5.566666666666666,347.94
2015-04-01,3.4,4.4,5.7,223.62933333333334,0.12333333333333334,104.738,104.10566666666666,3.819230769230769,2612.1523333333334,5.4,354.12
2015-07-01,3.5,4.1,2.4,223.957,0.13666666666666666,105.117,104.03473333333334,3.9546153846153844,2614.354,5.1,359.62
2015-10-01,3.6,3.1,0.5,223.238,0.16,105.145,102.78626666666666,3.8978571428571427,2563.357,5,362.93
2016-01-01,3.7,2.5,1.2,222.27533333333332,0.36,105.055,102.30526666666667,3.7384615384615385,2428.429,4.933333333333334,366.32
2016-04-01,3.7,1.6,5.1,223.55133333333333,0.37333333333333335,105.778,101.76553333333334,3.589230769230769,2392.95,4.866666666666667,373.61
2016-07-01,3.7,1.1,3.5,224.08066666666667,0.39666666666666667,106.172,102.04643333333334,3.4461538461538463,2309.0923333333335,4.933333333333334,380.24
2016-10-01,3.8,1.6,3.9,225.321,0.45,106.72,102.22423333333333,3.8423076923076924,2088.816333333333,4.733333333333333,383.8
2017-01-01,3.9,2,3.9,226.93833333333333,0.7,107.275,102.47343333333333,4.173076923076923,2219.003,4.666666666666667,387.66
2017-04-01,3.8,2.7,4.2,226.188,0.95,107.58,103.73263333333334,3.98,2237.912,4.333333333333333,397.88
2017-07-01,3.8,2.9,4.8,227.077,1.1533333333333333,108.097,103.33073333333333,3.8838461538461537,2291.0243333333333,4.3,404.53
2017-10-01,3.9,2.8,5.1,228.87066666666666,1.2033333333333334,108.824,105.27626666666667,3.9223076923076925,2268.1433333333334,4.1,408.55
2018-01-01,3.9,2.8,4.3,230.91133333333335,1.4466666666666668,109.371,105.93416666666667,4.282307692307692,2206.795,4.1,414.22
2018-04-01,3.9,2.9,7.6,231.28733333333332,1.7366666666666668,110.266,107.30023333333334,4.544615384615384,2032.2896666666666,3.9,424.05
